名称,大类,中类,lng,lat,省份,城市,区域
发热门诊,医疗保健,综合医院,114.804877,30.852168,湖北省,武汉市,新洲区
邾城街社区卫生中心,医疗保健,综合医院,114.799483,30.842609000000003,湖北省,武汉市,新洲区
红十字会医院,医疗保健,综合医院,114.796839,30.843411,湖北省,武汉市,新洲区
基层医院特色结石科,医疗保健,综合医院,114.796955,30.843347,湖北省,武汉市,新洲区
邾城街第二社区卫生中心发热诊室,医疗保健,综合医院,114.796903,30.843211,湖北省,武汉市,新洲区
邾城街第二社区卫生中心,医疗保健,综合医院,114.797107,30.843188,湖北省,武汉市,新洲区
红十字会医院北城分院,医疗保健,综合医院,114.801274,30.846141000000003,湖北省,武汉市,新洲区
红十字会医院,医疗保健,综合医院,114.076931,30.307585,湖北省,武汉市,汉南区
人民医院,医疗保健,综合医院,114.07374,30.313232,湖北省,武汉市,汉南区
物堪院卫生所,医疗保健,综合医院,114.150289,30.488693,湖北省,武汉市,蔡甸区
沌阳街沌阳社区卫生中心,医疗保健,综合医院,114.150537,30.489047,湖北省,武汉市,蔡甸区
沌阳社区卫生中心公共卫生科,医疗保健,综合医院,114.150381,30.48855,湖北省,武汉市,蔡甸区
新民社区卫生中心,医疗保健,综合医院,114.180889,30.511541,湖北省,武汉市,蔡甸区
碧湖社区卫生运营服务站,医疗保健,综合医院,114.153813,30.504472,湖北省,武汉市,蔡甸区
长丰街天勤城市花园社区卫生运营服务站,医疗保健,综合医院,114.192976,30.609387,湖北省,武汉市,硚口区
皇宅建筑医院,医疗保健,综合医院,114.15576,30.609334,湖北省,武汉市,东西湖区
新农合医疗定点医院,医疗保健,综合医院,114.149657,30.619795,湖北省,武汉市,东西湖区
三民社区卫生运营服务站,医疗保健,综合医院,114.146068,30.615934,湖北省,武汉市,东西湖区
武汉仲景东西湖中医医院,医疗保健,综合医院,114.149208,30.619465,湖北省,武汉市,东西湖区
武汉济和医院,医疗保健,综合医院,114.03233,30.571802,湖北省,武汉市,蔡甸区
红十字会医院,医疗保健,综合医院,114.037298,30.57158,湖北省,武汉市,蔡甸区
蔡甸街社区卫生中心,医疗保健,综合医院,114.037185,30.572325,湖北省,武汉市,蔡甸区
人民医院感染性疾病科,医疗保健,综合医院,114.036028,30.582685,湖北省,武汉市,蔡甸区
金域采样点后官湖医院,医疗保健,综合医院,114.029031,30.582104,湖北省,武汉市,蔡甸区
马号社区卫生运营服务站,医疗保健,综合医院,114.021251,30.581882,湖北省,武汉市,蔡甸区
蔡甸街龚家岭社区卫生运营服务站,医疗保健,综合医院,114.027162,30.585843,湖北省,武汉市,蔡甸区
吴家山长青社区卫生运营服务站,医疗保健,综合医院,114.130883,30.622382,湖北省,武汉市,东西湖区
吴家山街田园社区卫生运营服务站,医疗保健,综合医院,114.146229,30.624005,湖北省,武汉市,东西湖区
吴家山梦佳里社区卫生运营服务站,医疗保健,综合医院,114.138404,30.630699,湖北省,武汉市,东西湖区
光谷医院,医疗保健,综合医院,114.401162,30.504491,湖北省,武汉市,洪山区
中医院,医疗保健,综合医院,114.407807,30.505669,湖北省,武汉市,洪山区
中医院光谷院区住院部,医疗保健,综合医院,114.407278,30.506500000000003,湖北省,武汉市,洪山区
武汉大学口腔医院,医疗保健,综合医院,114.332154,30.535616,湖北省,武汉市,武昌区
妇幼保健医院街道口院区急诊,医疗保健,综合医院,114.35168,30.527802,湖北省,武汉市,洪山区
妇幼保健医院街道口院区门诊部,医疗保健,综合医院,114.351463,30.527799,湖北省,武汉市,洪山区
妇幼保健医院街道口院区住院部,医疗保健,综合医院,114.35313,30.527785,湖北省,武汉市,洪山区
武汉汉沙医院,医疗保健,综合医院,114.20735,30.560479,湖北省,武汉市,汉阳区
江汉二桥街汉沙社区卫生运营服务站,医疗保健,综合医院,114.207614,30.560684,湖北省,武汉市,汉阳区
武汉华康医院,医疗保健,综合医院,114.212353,30.56351,湖北省,武汉市,汉阳区
汉正街五彩社区卫生运营服务站,医疗保健,综合医院,114.275519,30.565087,湖北省,武汉市,硚口区
汉正社区卫生中心核酸采样点,医疗保健,综合医院,114.275909,30.569891,湖北省,武汉市,硚口区
水塔街社区卫生中心预防接种门诊,医疗保健,综合医院,114.286533,30.5797,湖北省,武汉市,江汉区
水塔街社区卫生中心,医疗保健,综合医院,114.287104,30.579827,湖北省,武汉市,江汉区
江汉医院,医疗保健,综合医院,114.289922,30.582206,湖北省,武汉市,江岸区
水塔街社区卫生中心,医疗保健,综合医院,114.289479,30.582011,湖北省,武汉市,江汉区
大智街北社区卫生中心,医疗保健,综合医院,114.288717,30.584492,湖北省,武汉市,江岸区
大智街泰宁社区卫生运营服务站,医疗保健,综合医院,114.289381,30.58608,湖北省,武汉市,江岸区
民意街社区卫生中心,医疗保健,综合医院,114.278675,30.576104,湖北省,武汉市,江汉区
中医医院,医疗保健,综合医院,114.297854,30.588505,湖北省,武汉市,江岸区
永清街社区卫生中心卫生科,医疗保健,综合医院,114.309828,30.60581,湖北省,武汉市,江岸区
永清街社区卫生中心,医疗保健,综合医院,114.310175,30.606458,湖北省,武汉市,江岸区
红卫路街园林星城社区卫生运营服务站,医疗保健,综合医院,114.374177,30.627442,湖北省,武汉市,青山区
武汉科技大学德康医院,医疗保健,综合医院,114.293537,30.478502,湖北省,武汉市,洪山区
张家湾街毛坦社区卫生运营服务站,医疗保健,综合医院,114.293586,30.471621000000003,湖北省,武汉市,洪山区
青菱街青江苑社区卫生运营服务站,医疗保健,综合医院,114.247791,30.46343,湖北省,武汉市,洪山区
庙山威鹏医院,医疗保健,综合医院,114.372826,30.401344,湖北省,武汉市,江夏区
庙山威鹏医院鹏威综合门诊部,医疗保健,综合医院,114.372513,30.401012,湖北省,武汉市,江夏区
华中师范大学医院,医疗保健,综合医院,114.361977,30.51962,湖北省,武汉市,洪山区
徐家棚街水岸星城社区卫生运营服务站,医疗保健,综合医院,114.339937,30.57478,湖北省,武汉市,武昌区
水岸星城社区卫生运营服务站预防接种门诊,医疗保健,综合医院,114.339991,30.574755,湖北省,武汉市,武昌区
普爱医院东院区住院楼,医疗保健,综合医院,114.266362,30.565457,湖北省,武汉市,硚口区
武汉景程医院男科门诊,医疗保健,综合医院,114.220263,30.600923,湖北省,武汉市,硚口区
武汉瑞华中医医院姑李路西医内科诊所,医疗保健,综合医院,114.256037,30.645614,湖北省,武汉市,东西湖区
省市新型农村合作医疗定点医院,医疗保健,综合医院,114.28528,30.6233,湖北省,武汉市,江岸区
汉兴街常二社区卫生运营服务站,医疗保健,综合医院,114.258719,30.628911,湖北省,武汉市,江汉区
汉兴街和祥里社区,医疗保健,综合医院,114.261667,30.629674,湖北省,武汉市,江汉区
兴业医院,医疗保健,综合医院,114.295775,30.638376,湖北省,武汉市,江岸区
后湖街惠民社区卫生运营服务站,医疗保健,综合医院,114.307793,30.645266000000003,湖北省,武汉市,江岸区
葛化集团中心医院协作门诊部,医疗保健,综合医院,114.270094,30.640445,湖北省,武汉市,江岸区
武汉大学人民医院人民医院青山医院,医疗保健,综合医院,114.401714,30.637618,湖北省,武汉市,青山区
滠口街道卫生室预防接种门诊,医疗保健,综合医院,114.353975,30.7121,湖北省,武汉市,黄陂区
